Key	en	Status	ja
LAUNCH_TSR	Launch TS&R	Uploaded	TS&Rを立ち上げる
TBL_OUTCOME	Troubleshooting Outcome	Uploaded	トラブルシューティングの結果
REFER_TO_TBL	Refer to Troubleshooting	Uploaded	トラブルシューティングを参照してください
HLT_CODES	High-Level Trouble	Uploaded	高レベルのトラブル
LLT_CODES	Low-Level Trouble	Uploaded	低レベルのトラブル
TRIAGE_ACTION	Triage Action	Uploaded	トリアージアクション
BATT_TRIAGE_WARNING	Disclaimer: If the customer is not in the Device Care Complete program, continue with AE. Otherwise transfer to tech support for battery triage.	Uploaded	免責事項: お客様が Device Care Complete プログラムに参加していない場合は、AE に進みます。それ以外の場合は、バッテリーの優先順位付けのためにテクニカル サポートに転送してください。
TRIAGE_LABEL_IN_LINE_BATDMG	If the customer wishes to file a claim for this device, please click on continue then start a new incident using the incident type: Battery Damage	Uploaded	お客様がこのデバイスのクレームを提出したい場合は、[続行] をクリックして、インシデント タイプ: バッテリー損傷を使用して新しいインシデントを開始してください。
TRIAGE_LABEL_IN_LINE_CRCKSCRN	If the customer wishes to file a claim for this device, please click on continue then start a new incident using the incident type: Cracked Screen	Uploaded	お客様がこのデバイスのクレームを提出したい場合は、「続行」をクリックして、インシデントの種類「画面割れ」を使用して新しいインシデントを開始してください。
TRIAGE_LABEL_IN_LINE_OTHDMG	If the customer wishes to file a claim for this device, please click on continue then start a new incident using the incident type: Other Physical Damage	Uploaded	お客様がこのデバイスの請求を提出したい場合は、「続行」をクリックして、インシデントの種類「その他の物理的損傷」を使用して新しいインシデントを開始してください。
TRIAGE_LABEL_IN_LINE_MLFUNC	If the customer wishes to file a claim for this device, please click on continue then start a new incident using the incident type: Malfunction	Uploaded	お客様がこのデバイスのクレームを提出したい場合は、[続行] をクリックして、インシデント タイプ: 故障を使用して新しいインシデントを開始してください。
TRIAGE_LABEL_IN_LINE_BATBTELGBL	If the customer wishes to file a claim for this device, please click on continue then start a new incident using the incident type: Malfunction	Uploaded	お客様がこのデバイスのクレームを提出したい場合は、[続行] をクリックして、インシデント タイプ: 故障を使用して新しいインシデントを開始してください。
TRIAGE_LABEL_IN_LINE_PWRISSUE	If the customer wishes to file a claim for this device, please click on continue then start a new incident using the incident type: Malfunction	Uploaded	お客様がこのデバイスのクレームを提出したい場合は、[続行] をクリックして、インシデント タイプ: 故障を使用して新しいインシデントを開始してください。
TRIAGE_LABEL_IN_LINE_NONRSHP	This device is not eligible for reship. If the customer wishes to file a claim for this device, please click on continue the start a new incident	Uploaded	このデバイスは再発送の対象外です。お客様がこのデバイスの請求を提出したい場合は、「続行」をクリックして新しいインシデントを開始してください
TRIAGE_LABEL_IN_LINE_DMA	This device is not eligible for reship. If the customer wishes to file a claim for this device, please click on continue the start a new incident	Uploaded	このデバイスは再発送の対象外です。お客様がこのデバイスの請求を提出したい場合は、「続行」をクリックして新しいインシデントを開始してください
TRIAGE_REASON	Triage Reason	Uploaded	トリアージの理由
TRIAGE_OUTCOME_ACTION	Triage Outcome	Uploaded	トリアージの結果
CASE_STATUS	Case Status	Uploaded	ケースのステータス
COX_TIER_CHANGE	The replacement device selected is in a different tier than the enrolled device and is not eligible for this customer, please change the selection. If no options are available process a purchase for reimbursement.	Uploaded	選択された交換用デバイスは、登録されたデバイスとは異なる層にあるため、この顧客には適格ではありません。選択を変更してください。利用可能なオプションがない場合は、払い戻しの購入手続きを行ってください。
TIER_CHANGE_MESSAGE_DEFAULT	The replacement device selected is an advanced model, which has higher features and functions. Selecting this model will increase the Deductible on future service requests to {servicefee} {currencyCode}. Would you like to continue with your selection?	Uploaded	代替機として選択したのは、より高機能・高機能な上位モデルです。このモデルを選択すると、今後のサービス リクエストの控除額が {servicefee} {currencyCode} に増加します。選択を続けますか?
TIER_CHANGE_MESSAGE_COX	The replacement device selected is an advanced model, which has higher features and functions. Selecting this model will increase the Deductible or Service fee on future service requests to {servicefee} {currencyCode} and will also increase your monthly premium. Would you like to continue with your selection?	Uploaded	代替機として選択したのは、より高機能・高機能な上位モデルです。このモデルを選択すると、今後のサービス リクエストの免責金額またはサービス料金が {servicefee} {currencyCode} に増加し、月々の保険料も増加します。選択を続けますか?
TIER_CHANGE_MESSAGE_LIBERTY	The replacement device selected is in a different tier than the claimed device. Continuing with this device may cause deductible and premium changes for the customer. Change your search criteria and if no other options are available. Purchase for reimbursement may also be an option.	Uploaded	選択された交換デバイスは、要求されたデバイスとは異なる階層にあります。このデバイスを継続して使用すると、顧客の免責金額と保険料が変更される可能性があります。他に利用可能なオプションがない場合は、検索条件を変更します。償還目的で購入することも選択肢になるかもしれません。
TIER_CHANGE_MESSAGE_CONSUMER_CELLULAR	The replacement device selected is in a different tier than the enrolled device and is not eligible for this customer, please change the selection. If no options are available process a purchase for reimbursement.	Uploaded	選択された交換用デバイスは、登録されたデバイスとは異なる層にあるため、この顧客には適格ではありません。選択を変更してください。利用可能なオプションがない場合は、払い戻しの購入手続きを行ってください。
ACCEPT_CONTINUE	Accept & Continue	Uploaded	同意して続行
CHANGE_SELECTION	Change Selection	Uploaded	選択の変更
SELECT_ONE_ACCESSORY_MESSAGE	Please select at least one accessory to continue.	Uploaded	続行するには、少なくとも 1 つのアクセサリを選択してください。
SATURDAY_DELIVERY_NOT_AVAILABLE	The Saturday delivery option is no longer available for this claim. Please select the customers preference of either expedited shipping, or same day delivery if available.	Uploaded	土曜日の配達オプションはこの請求では利用できなくなりました。お急ぎの発送か、可能な場合は同日発送のどちらかをお客様のご希望で選択してください。
EIF_RED_INLINE	Please ask the Verizon Sales Associate if the following device is in stock. If the device is not in stock, choose a comparable model that is in stock. If no devices are displayed, search Out Of Matrix for a comparable model	Uploaded	次のデバイスの在庫があるかどうか、Verizon 販売担当者にお問い合わせください。デバイスの在庫がない場合は、在庫のある同等のモデルを選択してください。デバイスが表示されない場合は、Out Of Matrix で同等のモデルを検索します。
NEW_DEVICE_LABEL	New	Uploaded	新しい
LIKE_NEW_DEVICE_LABEL	Like New	Uploaded	新しいそうな
SERVICE_ORDER_ERROR	Service Error Occurred	Uploaded	サービスエラーが発生しました
SELECTED	SELECTED	Uploaded	選択済み
SELECT	SELECT	Uploaded	選択する
WAREHOUSE_LABEL	Which warehouse is going to ship this device?	Uploaded	このデバイスはどの倉庫に発送されますか?
ONLY_ONE_ACCESSORY_ALLOWED	Accessory (Only one accessory allowed)	Uploaded	アクセサリ（アクセサリは 1 つだけ許可されます）
ACCESSORY_LABEL	Accessories	Uploaded	アクセサリー
NO_ACCESSORIES	None available	Uploaded	利用可能なものはありません
INCLUDE_SIM	Include SIM Card?	Uploaded	SIMカードは含まれますか?
NO_DEVICE_SELECTED	Please search or select replacement equipment.	Uploaded	代替機器を検索または選択してください。
NO_SHIPPING_OPTION_SELECTED	Please select shipping option.	Uploaded	配送オプションを選択してください。
SHIPMENT_OPTION	Choose delivery option	Uploaded	配送オプションを選択してください
EXPECTED_DELIVER	Expected Delivery	Uploaded	配達予定日
NO_SHIPMENT_METHOD	No shipment method available for this device, please select other available device	Uploaded	このデバイスには利用可能な配送方法がありません。他の利用可能なデバイスを選択してください
NO_SHIPPABLE_DEVICE_MESSAGE	No In Stock devices available.  Please select a backordered device as needed to complete the claim	Uploaded	利用できる在庫デバイスはありません。請求を完了するには、必要に応じてバックオーダーされたデバイスを選択してください
PFR_TITLE_LABEL	Escalate to CST to review replacement options with customer.	Uploaded	CST にエスカレーションして、お客様と交換オプションを確認します。
PFR_DESC_LABEL	We may have an option to complete the customer’s claim right away. You will need to transfer this call to CST so that they can discuss other options.	Uploaded	当社には、お客様の請求を直ちに完了するオプションがある場合があります。他のオプションについて話し合えるように、この通話を CST に転送する必要があります。
PFR_ESCALATION_UNAVAILABLE	Escalation is currently unavailable.	Uploaded	現在エスカレーションは利用できません。
SIM_SELECTION_WARNING	We only provide sim cards to T-Mobile customers at this time, If you're with another carrier, contact them to request a new sim card.	Uploaded	現時点では、T-Mobile の顧客にのみ SIM カードを提供しています。別の通信会社をご利用の場合は、その通信会社に連絡して新しい SIM カードをリクエストしてください。
PFR_CARD_TITLE	Reverse Purchase for Reimbursement	Uploaded	払い戻しのための逆購入
PFR_CARD_DESC	Choose this option to send the customer a Reimbursement for the retail value of the claimed device.  The Reimbursement will arrive in 2-3 business days and the claim deductible will be applied to the customer's wireless bill	Uploaded	請求されたデバイスの小売価格に対する払い戻しを顧客に送信するには、このオプションを選択します。払い戻しは 2 ～ 3 営業日以内に到着し、請求控除額はお客様のワイヤレス料金に適用されます。
NO_DEVICE_SELECTED_NLP_NO_DMR	Please escalate accordingly and leave clear notes on Alpha.	Uploaded	状況に応じてエスカレーションし、アルファに明確なメモを残してください。
NO_REPLACEMENT_DEVICE_ERROR	There was an Error in receiving Replacement Device From Fulfillment Vendor. Please continue the Case in ePaper or escalate for additional options.	Uploaded	フルフィルメント ベンダーから交換デバイスを受け取る際にエラーが発生しました。電子ペーパーでケースを続行するか、追加のオプションについてエスカレーションしてください。
ACSRY_LABEL	Accessories available for ...	Uploaded	利用可能なアクセサリ...
CHOSE_SHIPMENT_OPTION	Choose delivery option	Uploaded	配送オプションを選択してください
EXPECTED_DELIVERY	Expected Delivery	Uploaded	配達予定日
REASON_FOR_PURCHASE_FOR_REIMBURSEMENT	Reason for Purchase for Reimbursement	Uploaded	返金のための購入理由
ENTER_NOTES_HERE	Enter Notes Here	Uploaded	ここにメモを入力してください
ENTER_NOTES_OPTIONAL	Enter Note (optional)	Uploaded	メモを入力してください (オプション)
NOTES_HDR	Notes	Uploaded	ノート
SHIPPING_METHOD_HDR	Shipping Details	Uploaded	発送詳細
HYPERWALLET_VERIFY_ADDRESS	Please be sure to verify that name and address are correct for the customer. If Payment Method is check, check will be payable to the name shown here. Please confirm with customer and edit if needed.	Uploaded	お客様のお名前やご住所が正しいか必ずご確認ください。お支払い方法が小切手の場合、ここに表示されている名前に小切手が支払われます。お客様にご確認いただき、必要に応じて編集してください。
INVALID_DETAILS_INSTRUC	Please click on edit to update this information to proceed with the claim	Uploaded	請求を続行するには、「編集」をクリックしてこの情報を更新してください
HOLDS	Holds	Uploaded	ホールド
TEXTFIELD_REMAINING_CHARACTERS	Remaining characters:	Uploaded	残りの文字:
TEXTFIELD_ENTER	Enter	Uploaded	入力
ENTER_EMAIL	Enter Email	Uploaded	メールアドレスを入力して
APP_LABELS_BYPASS_ECV	Bypass ECV for this claim	Uploaded	このクレームでは ECV をバイパスします
APP_LABELS_BYPASS_ECV_REMARKS	ECV Override Remarks	Uploaded	ECV オーバーライドの備考
APP_LABELS_ECV_TRANSACTION_EXPIRY_HEADER	The ECV Validation process timed out.	Uploaded	ECV 検証プロセスがタイムアウトしました。
APP_LABELS_ECV_FAILED_HEADER	Customer Failed ECV.	Uploaded	顧客が ECV に失敗しました。
APP_LABELS_ECV_NORESULTS_MESSAGE	Unable to verify customer. Click continue to proceed.	Uploaded	顧客を確認できません。 [続行] をクリックして続行します。
APP_LABELS_EXIT_ECV_LABEL	Exit ECV	Uploaded	ECV の終了
APP_LABELS_EXIT_ECV_MESSAGE	Please indicate the reason for exiting ECV or cancel to return	Uploaded	ECV を終了する理由を指定するか、キャンセルして戻ってください。
APP_LABELS_ECV_REFUSAL_REASON	ECV Refusal Reason	Uploaded	ECV拒否理由
APP_LABELS_ECV_REFUSAL_MESSAGE_REFUSE	Customer Refused ECV Process. Please End Call or Escalate.	Uploaded	顧客が ECV プロセスを拒否しました。通話を終了するか、エスカレーションしてください。
APP_LABELS_ECV_REFUSAL_MESSAGE_CALLBACK	Customer Will Call Back. Please End The Call.	Uploaded	お客様から折り返し電話がかかります。通話を終了してください。
APP_LABELS_ESCALATE	Escalate	Uploaded	エスカレート
APP_LABELS_NOT_AVAILABLE	N/A	Uploaded	該当なし
APP_LABELS_HOLD_COMMUNICATION_SENT_EMAIL_NULL	An email has been sent with hold instructions	Uploaded	保留の指示が記載されたメールが送信されました
APP_LABELS_HOLD_COMMUNICATION_SENT_EMAIL	An email has been sent to {email} with hold instructions	Uploaded	保留手順を記載したメールが {email} に送信されました
APP_LABELS_HOLD_COMMUNICATION_SENT_MAIL	A postal mail process with hold instructions has initiated	Uploaded	保留指示のある郵便手続きが開始されました
APP_LABELS_SEND	Send	Uploaded	送信
APP_LABELS_SEND_NOW	Send Now	Uploaded	今すぐ送信
APP_LABELS_NEXT	Next	Uploaded	次
APP_LABELS_SMART_PIN_ERROR_MESSAGE	Error proccessing Smart Pin request	Uploaded	スマートピンリクエストの処理中にエラーが発生しました
APP_LABELS_VERIFY	Verify	Uploaded	確認する
APP_LABELS_SMARTPIN_VERIFICATION_FAILURE	Smart PIN is not valid. Please try again.	Uploaded	スマート PIN が無効です。もう一度試してください。
APP_LABELS_SMARTPIN_MAX_ATTEMPT_VERIFICATION	Maximum attempt reached. Please click on continue to proceed.	Uploaded	最大試行回数に達しました。 [続行] をクリックして続行してください。
APP_LABELS_SMART_PIN_VERIFIED	Success! Smart PIN has been verified.Please click Continue to proceed	Uploaded	成功！スマート PIN が確認されました。「続行」をクリックして続行してください
HOLD_OVERRIDE_PIT_HOLD_LABEL_HEADER	Override Phone In Transit Hold	Uploaded	転送中の電話の保留を無効にする
HOLD_OVERRIDE_PIT_HOLD_LABEL_DETAIL_HEADER	Please Indicate the Reason for Overriding Phone In Transit Hold	Uploaded	輸送中の保留中の電話を無効にする理由を示してください
HOLD_CONFIRM_OVERRIDE	Confirm Override	Uploaded	オーバーライドの確認
HOLD_OVERRIDE	Override	Uploaded	オーバーライド
HOLD_REFRESH_HOLD_STATUS	⟳ Refresh Hold Status	Uploaded	⟳ ホールドステータスのリフレッシュ
HOLD_ECV	ECV	Uploaded	ECV
HOLD_ECV_LANDING_MESSAGE	Caller needs further verification	Uploaded	発信者にはさらなる確認が必要です
HOLD_WHAT_TO_SAY	What to say	Uploaded	なんて言うか
HOLD_ECV_SCRIPT_CONTENT	It is our goal to ensure your privacy and protect your account. I am going to ask you a few personal questions that may span back several years. These multiple choice questions are from public records.	Uploaded	私たちの目標は、お客様のプライバシーを確​​保し、アカウントを保護することです。数年前に遡る可能性のある個人的な質問をいくつかさせていただきます。これらの多肢選択問題は公的記録からのものです。
HOLD_OBJECTIVE	Objective	Uploaded	客観的
HOLD_OBJECTIVE_CONTENT_1	To inform the caller about the	Uploaded	発信者にその旨を伝えるため、
HOLD_OBJECTIVE_CONTENT_2	Extended Customer Verification	Uploaded	拡張顧客認証
HOLD_OBJECTIVE_CONTENT_3	process and continue.	Uploaded	処理して続行します。
HOLD_ECV_VERIFY_CALLER_MESSAGE	Verify caller's age and information below to begin the process	Uploaded	プロセスを開始するには、発信者の年齢と以下の情報を確認してください
HOLD_ECV_VERIFY_CALLER_WARNING	We need to collect the social security number of this caller in order to continue with the ECV process.	Uploaded	ECV プロセスを続行するには、この発信者の社会保障番号を収集する必要があります。
HOLD_ECV_VERIFY_CALLER_ERROR	Caller's age is under the minimum age for ECV process. Please ask for an adult to be on the phone or Exit ECV.	Uploaded	発信者の年齢は、ECV プロセスの最低年齢に達していません。大人に電話に出てもらうよう依頼するか、ECV を出てください。
HOLD_ECV_VERIFY_CALLER_AGE_LABEL	Is the caller's age 18 and over?	Uploaded	電話をかけてきた人の年齢は18歳以上ですか？
HOLD_ECV_VERIFY_CALLER_FOUR_DIGIT_SSN	Last 4 digits of Social Security Number	Uploaded	社会保障番号の下 4 桁
HOLD_HOLD_BIOMETR	Datos biometricos need to be submitted. An email has been sent to {EMAIL} with hold and biometricos instructions. (to re-send instructions for biometricos go to the "Actions" menu.	Uploaded	Datos biometricos を提出する必要があります。保留と生体認証の手順を記載したメールが {EMAIL} に送信されました。 (バイオメトリコスの指示を再送信するには、「アクション」メニューに移動します。
HOLD_HOLD_DOCUMENT	Additional documentation is required to process claim.  An email will be sent to {EMAIL} within {HOLD_SLA} {DURATION} with additional information.	Uploaded	請求を処理するには追加の文書が必要です。追加情報を記載したメールが {HOLD_SLA} {DURATION} 以内に {EMAIL} に送信されます。
HOLD_HOLD_ADCLMRW	Claim needs to be reviewed by a claim adjuster. An email will be sent to {EMAIL} within {HOLD_SLA} {DURATION} with additional information.	Uploaded	請求は請求査定人によって審査される必要があります。追加情報を記載したメールが {HOLD_SLA} {DURATION} 以内に {EMAIL} に送信されます。
HOLD_HOLD_PYMNTRVW	A payment review is needed. An email will be sent to {EMAIL} within {HOLD_SLA} {DURATION} with additional information.	Uploaded	支払いの審査が必要です。追加情報を記載したメールが {HOLD_SLA} {DURATION} 以内に {EMAIL} に送信されます。
HOLD_HOLD_PYMNTADJTN	Claim needs to be reviewed by a claim adjuster. An email will be sent to {EMAIL} within {HOLD_SLA} {DURATION} with additional information.	Uploaded	請求は請求査定人によって審査される必要があります。追加情報を記載したメールが {HOLD_SLA} {DURATION} 以内に {EMAIL} に送信されます。
HOLD_HOLD_SHPADDVAL	Shipping address validation is required. An email will be sent to {EMAIL} within {HOLD_SLA} {DURATION} with additional information.	Uploaded	配送先住所の検証が必要です。追加情報を記載したメールが {HOLD_SLA} {DURATION} 以内に {EMAIL} に送信されます。
HOLD_HOLD_ADJUSTER	Claim needs to be reviewed by a claim adjuster. An email will be sent to {EMAIL} within {HOLD_SLA} {DURATION} with additional information.	Uploaded	請求は請求査定人によって審査される必要があります。追加情報を記載したメールが {HOLD_SLA} {DURATION} 以内に {EMAIL} に送信されます。
HOLD_DOCREQ_FROM_CUSTOMER	Document Required from customer	Uploaded	お客様から必要な書類
HOLD_FEEDBACK_CAPTURED	Feedback Captured	Uploaded	フィードバックを取得しました
HOLD_TOOLTIP_CONTENT_SAY	Say:	Uploaded	言う：
HOLD_TOOLTIP_CONTENT_1	What should I say if the customer asks why they have to fill out an affidavit?	Uploaded	顧客がなぜ宣誓供述書に記入する必要があるのか​​と尋ねたら、何と答えるべきでしょうか?
HOLD_TOOLTIP_CONTENT_2	The Affidavit form is the formal document to present your claim. It outlines your loss details and you affirm the claim’s authenticity with your signature. This process is designed as an added security protection of our customers’ accounts.	Uploaded	宣誓供述書フォームは、あなたの主張を表明するための正式な文書です。これには損失の詳細が記載されており、署名によって請求が真実であることを確認します。このプロセスは、お客様のアカウントのセキュリティ保護を強化するために設計されています。
HOLD_TOOLTIP_CONTENT_3	What should I say if the customer asks how an affidavit protects their account?	Uploaded	顧客が宣誓供述書が自分のアカウントをどのように保護するのか尋ねたら、何と答えるべきでしょうか?
HOLD_TOOLTIP_CONTENT_4	The affidavit helps to ensure unauthorized claims are not filed on your account. It requires information specific to your account and details around the loss to your device. A government issued photo-ID is also required to ensure the person completing the affidavit is an authorized user on the account.	Uploaded	宣誓供述書は、あなたのアカウントに対して不正な申し立てが行われないようにするのに役立ちます。アカウントに固有の情報と、デバイスの紛失に関する詳細が必要です。宣誓供述書に記入する人がアカウントの承認されたユーザーであることを確認するには、政府発行の写真付き身分証明書も必要です。
HOLD_AFFIDAVIT_PUSHBACK	Affidavit Pushback	Uploaded	宣誓供述書の反発
HOLD_HOLD_CREATED_FOR_SR_NUM	Hold created for SR Number	Uploaded	SR 番号に対して保留が作成されました
HOLD_INSTRUCTIONS_TO_BE_EMAILED_AT	Instructions to be emailed, but	Uploaded	メールでの案内ですが、
HOLD_NO_EMAIL_ON_FILE	no email address on file.	Uploaded	ファイルにメールアドレスがありません。
HOLD_INSTRUCTIONS_WERE_EMAILED_TO	Instructions were emailed to	Uploaded	手順は次の宛先に電子メールで送信されました
HOLD_SEND_VIA_POSTAL_MAIL	Send VIA Postal Mail	Uploaded	郵便で送る
HOLD_POSTAL_MAIL_ADDRESS	Postal Mail Address:-	Uploaded	郵便アドレス:-
HOLD_EXISTING_HOLDS	Existing Holds	Uploaded	既存のホールド
HOLD_HOLD_NOTES	Hold Notes	Uploaded	ホールドノート
ECV_INDIVIDUAL_NOT_FOUND_HOLD	Customer information was not found.	Uploaded	顧客情報が見つかりませんでした。
ECV_QUESTIONS_FAILED_HOLD	We were unable to verify the entered information.	Uploaded	入力された情報を確認できませんでした。
ECV_DECEASED_HOLD	Based on the sumitted information, the returned records indicate the customer is deceased.	Uploaded	提出された情報に基づいて、返された記録は顧客が死亡したことを示しています。
ECV_INSUFFICIENT_VERIFICATION_CRITERIA_HOLD	We do not have sufficient customer information to proceed with the verification process.	Uploaded	検証プロセスを続行するのに十分な顧客情報がありません。
ECV_DEFAULT_HOLD	Unable to verify the entered information	Uploaded	入力された情報を確認できません
ECV_HOLD_CLOSED_RELAUNCH_IPD	An unexpected change in hold status has occurred. Please click on Actions, then Incident Path Determination to continue with this claim.	Uploaded	保留ステータスに予期しない変化が発生しました。この申し立てを続行するには、「アクション」をクリックし、次に「インシデント経路の決定」をクリックしてください。
SMARTPIN_COLUMN_HEADER	You need a verification code to continue your claim.	Uploaded	請求を続行するには確認コードが必要です。
SMARTPIN_STAGE_MESSAGE	To Protect Your Account, We'll Send You A Temporary Code To Use.	Uploaded	アカウントを保護するために、使用する一時コードを送信します。
SMARTPIN_RADIO_BUTTON_HEADER	Select one of the following options	Uploaded	次のオプションのいずれかを選択します
SMARTPIN_VERIFY_OPTIONS_HEADER	Select one of the following options	Uploaded	次のオプションのいずれかを選択します
SMARTPIN_PROCESS_CONTAINER_BOLD	Enter pin for security verification	Uploaded	セキュリティ認証のためPINを入力してください
CONSTRAINT_ERROR_AUTOCLOSE_HANDLING	To continue this claim, click on Actions from the menu, select Incident Path Determination, then Resume Incident.	Uploaded	この申し立てを続行するには、メニューから「アクション」をクリックし、「インシデント・パスの決定」を選択してから「インシデントの再開」を選択します。
CONSTRAINT_DIV_NO_EMAIL	There is no email address on file for this account.  Advise the customer they will receive a text message with next steps.	Uploaded	このアカウントには電子メール アドレスが登録されていません。次の手順を記載したテキスト メッセージを受け取ることをお客様に伝えます。
CONSTRAINT_DCV_HEADER	DCV is required to complete the claim	Uploaded	請求を完了するには DCV が必要です
CONSTRAINT_DIV_HEADER	Photo ID verification needed to continue claim.	Uploaded	請求を続けるには写真付き身分証明書の確認が必要です。
CONSTRAINT_DCV_SUB_HEADER	Send the customer an email to complete the DCV	Uploaded	お客様に電子メールを送信して DCV を完了してください
CONSTRAINT_DIV_SUB_HEADER_RETAIL	Send the customer an email with a link to upload a copy of their photo ID.	Uploaded	写真付き身分証明書のコピーをアップロードするためのリンクを記載した電子メールをお客様に送信します。
CONSTRAINT_DIV_SUB_HEADER	Send the customer with an email with a link to upload a copy of their photo ID.	Uploaded	写真付き身分証明書のコピーをアップロードするためのリンクを含む電子メールを顧客に送信します。
CONSTRAINT_CUSTOMER_PREFERRED_ADDRESS	Customer's Preferred Email Address.	Uploaded	顧客の希望する電子メール アドレス。
CONSTRAINT_DIV_EMAIL_SENT	Success! The email has been sent to the customer's preferred email address	Uploaded	成功！メールは顧客の希望のメールアドレスに送信されました
CONSTRAINT_DIV_NO_EMAIL_CONTINUE	There is no email address on file for this account.  Please click continue to go back to Incident Path Determination.	Uploaded	このアカウントには電子メール アドレスが登録されていません。 「続行」をクリックしてインシデント経路の決定に戻ってください。
CARRIER_PIN_CONSTRAINT_HEADING	We will need your Carrier PIN Code to continue your claim	Uploaded	請求を続行するにはキャリア PIN コードが必要です
CARRIER_PIN_CONSTRAINT_SUB_HEADING	For security reasons, we will need to verify you using the PIN code that have with your {CLIENT_CHANNEL_NAME} account.	Uploaded	セキュリティ上の理由から、{CLIENT_CHANNEL_NAME} アカウントにある PIN コードを使用して本人確認を行う必要があります。
CARRIER_PIN_ACTION_LABEL	Select one of the following options	Uploaded	次のオプションのいずれかを選択します
CARRIER_PIN_LABEL	Carrier Pin	Uploaded	キャリアピン
CARRIER_PIN_INVALID_MESSAGE	Carrier PIN is not valid. Please try again.	Uploaded	キャリア PIN が無効です。もう一度試してください。
FINANCING_DETAILS	Financing Details	Uploaded	融資の詳細
HOLD_TYPE	Hold Type	Uploaded	ホールドタイプ
HOLD_STATUS	Hold Status	Uploaded	ホールドステータス
DOCUMENT_STATUS	Document Status	Uploaded	文書のステータス
TO_BE_REVIEWED_WITHIN	To Be Reviewed Within	Uploaded	以内にレビュー予定
CLAIM_ELIGIBILITY	Claim Eligibility	Uploaded	請求資格
APP_LABELS_ERROR_ON_SUBMIT_INCIDENT	There was a system error when checking claim eligibility.  Please complete this claim using ePaper.	Uploaded	請求資格を確認する際にシステムエラーが発生しました。電子ペーパーを使用してこの請求を完了してください。
APP_LABELS_ERROR_ON_SUBMIT_INCIDENT_SERVICE_CATALOG	There was a system error when checking claim eligibility.  Please use the down time form in service catalog.	Uploaded	請求資格を確認する際にシステムエラーが発生しました。サービスカタログのダウンタイムフォームを使用してください。
VOID_NEXT_ACTION	Next Action	Uploaded	次のアクション
VOID_RETAIL_OVERRIDE_WARNING_INSTRUCTION	Eligibility overrides should only be done when there is an issue with the enrollment data from the client.	Uploaded	資格の上書きは、クライアントからの登録データに問題がある場合にのみ実行してください。
VOID_OVERRIDE_REASON	Override Reason	Uploaded	オーバーライド理由
VOID_CREATE_ENROLLMENT	Create Enrollment	Uploaded	登録の作成
VOID_ADD_USER	Add User	Uploaded	ユーザーを追加する
VERIZON_STORE_ADDRESS	Verizon Store Address	Uploaded	ベライゾンストアの住所
PREVIOUS	Previous	Uploaded	前の
NEXT	Next	Uploaded	次
STOREDTL_NO_SEARCH_INPUTS_ERROR	Enter store Zip/Postal code OR store number.	Uploaded	店舗の郵便番号または店舗番号を入力してください。
STOREDTL_NO_STORE_SELECTED_ERROR	Select or add new store before proceed. 	Uploaded	続行する前に、新しいストアを選択または追加してください。
STOREDTL_NO_DATA_ERROR	We couldn't find any client store data for searching criteria. Try another input.	Uploaded	検索条件に一致するクライアント ストア データが見つかりませんでした。別の入力を試してください。
STOREDTL_SELECTED_STORE_DETAILS	Selected Store Details	Uploaded	選択した店舗の詳細
STOREDTL_DETAILS_INSTRUCTIONS_1	Please	Uploaded	お願いします
STOREDTL_DETAILS_INSTRUCTIONS_2	ask the Verizon Sales Associate	Uploaded	Verizon の営業担当者に問い合わせてください
STOREDTL_DETAILS_INSTRUCTIONS_3	to provide store information.	Uploaded	店舗情報を提供するため。
STOREDTL_FIND_STORE_INSTRUCTIONS	Find the Verizon store by ZIP code OR store ID	Uploaded	郵便番号またはストア ID で Verizon ストアを検索します
STOREDTL_STORE_ZIP_SEARCH	Zip / Postal Code	Uploaded	郵便番号
STOREDTL_STORE_NUMBER_SEARCH	Store Number	Uploaded	店舗番号
STOREDTL_OR	OR	Uploaded	または
STOREDTL_ADD_NEW_STORE	Enter Verizon store information	Uploaded	Verizon ストア情報を入力してください
SHIPDTL_PARTIALLY_VERIFIED_ADDRESS_ERROR	The store address was PARTIALLY validated by address service. Please select store address with witch you want to proceed.	Uploaded	店舗の住所はアドレス サービスによって部分的に検証されました。続行したいウィッチで店舗の住所を選択してください。
FORM_PHONE	Phone	Uploaded	電話
FORM_STORE_ADDRESS	Store Address	Uploaded	店舗住所
MANAGE_ENROLLMENT_ERROR_MESSAGE	An error occured while submitting enrollment changes. Please try again.	Uploaded	登録変更の送信中にエラーが発生しました。もう一度試してください。
INTERACTION_NUMBER	Interaction Number: 	Uploaded	インタラクション番号:
MANAGE_ENROLLMENT	Manage Enrollment	Uploaded	登録の管理
UPGRADE	Upgrade	Uploaded	アップグレード
CANCELLATION	Cancellation	Uploaded	キャンセル
CANCELLATION_REASON	Cancellation Reason	Uploaded	キャンセル理由
TITLE_CONFIRM	Confirm	Uploaded	確認する
MANAGE_ENROLLMENT_CONFIRMATION_MESSAGE	This action will update the customers current enrollment to the selected option. Are you sure you want to continue?	Uploaded	このアクションにより、顧客の現在の登録が選択されたオプションに更新されます。続行してもよろしいですか?
ENVELOPE	Envelope	Uploaded	封筒
REPLACEMENT_SHIPPED	Replacement Shipped	Uploaded	交換品の発送
